timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1535505967822,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505967822,190464000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505968826,67767,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505968826,19551,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505968826,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505968826,14336000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505969829,67844,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505969829,8270,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505969829,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505969829,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505970835,67842,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505970835,7855,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505970835,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505970835,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505971840,67883,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505971840,6583,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505971840,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505971840,2048000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505972844,67885,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505972844,4500,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505972844,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505972844,1024000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505973845,67882,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505973846,3225,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505973846,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505973846,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505974848,67949,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505974849,11889,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505974849,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505974849,3072000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505975854,67956,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505975854,15241,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505975854,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505975854,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505976858,67976,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505976858,21820,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505976858,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505976858,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505977863,68185,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505977863,25093,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505977863,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505977863,946176000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505978863,68299,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505978864,21419,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505978864,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505978864,622592000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505979869,68383,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505979869,17852,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505979869,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505979869,47104000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505980874,68506,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505980875,14481,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505980875,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505980875,317440000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505981876,68966,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505981876,12000,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505981876,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505981876,193536000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505982878,69096,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505982879,15566,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505982879,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505982879,421888000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505983880,69155,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505983880,8084,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505983880,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505983880,250880000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505984882,69310,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505984882,13016,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505984882,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505984882,799744000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505985882,69316,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505985882,6716,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505985882,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505985882,3072000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505986884,69283,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505986884,13466,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505986884,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505986884,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505987885,69276,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505987886,13913,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505987886,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505987886,1024000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505988886,69397,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505988886,15894,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505988886,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505988886,4096000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505989889,69548,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505989890,33125,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505989890,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505989890,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505990890,68109,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505990890,35696,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505990890,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505990890,1024000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505991891,68132,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505991891,41228,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505991891,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505991891,14336000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505992897,68134,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505992897,15461,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505992897,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505992897,1024000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505993901,68218,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505993901,5735,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505993901,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505993901,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505994902,68257,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505994902,6583,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505994902,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505994902,22528000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505995904,68254,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505995904,3754,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505995904,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505995904,2048000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505996907,68258,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505996907,4881,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505996907,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505996907,2048000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505997911,68079,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505997912,15106,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505997912,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505997912,214016000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505998915,68080,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505998915,4613,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505998915,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505998915,8192000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535505999916,68078,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535505999916,3960,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535505999916,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535505999916,1024000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506000918,68091,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506000919,7116,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506000919,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506000919,37888000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506001919,68133,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506001919,22942,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506001919,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506001919,5120000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506002923,67744,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506002923,16104,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506002923,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506002923,296960000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506003923,67444,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506003923,30413,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506003923,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506003923,282624000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506004925,67545,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506004925,46840,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506004925,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506004925,324608000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506005927,67563,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506005927,31163,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506005927,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506005927,8192000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506006928,67564,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506006928,25657,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506006928,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506006928,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506007931,67590,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506007931,14409,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506007931,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506007931,11264000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506008936,67683,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506008937,12155,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506008937,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506008937,33792000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506009942,67743,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506009942,15796,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506009942,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506009942,451584000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506010947,67753,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506010947,18147,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506010947,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506010947,335872000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506011952,67764,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506011952,22194,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506011952,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506011952,326656000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506012958,67620,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506012958,17310,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506012958,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506012958,328704000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506013961,67639,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506013961,11970,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506013961,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506013961,326656000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506014966,67654,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506014966,13715,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506014966,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506014966,328704000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506015967,67758,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506015967,21804,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506015967,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506015967,328704000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506016968,67661,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506016968,22097,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506016968,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506016968,337920000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506017973,67694,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506017973,21960,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506017973,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506017973,328704000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506018973,67664,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506018973,29837,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506018973,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506018973,339968000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506019978,67677,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506019978,37296,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506019978,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506019978,339968000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506020978,67676,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506020978,39700,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506020978,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506020978,7168000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506021982,67747,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506021982,32418,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506021982,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506021982,6144000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506022985,67747,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506022985,10709,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506022985,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506022985,2048000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506023987,67745,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506023987,6250,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506023987,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506023987,1024000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506024992,67656,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506024992,4114,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506024992,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506024992,2048000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506025993,67704,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506025993,4619,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506025993,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506025993,7168000,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506026997,67644,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506026997,3735,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506026997,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506026997,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
1535506028001,67620,localhost Memory,,,,,true,,0,0,0,0,0,0,0
1535506028001,10336,localhost CPU,,,,,true,,0,0,0,0,0,0,0
1535506028001,0,localhost Disks I/O,,,,,true,,0,0,0,0,0,0,0
1535506028001,0,localhost Network I/O,,,,,true,,0,0,0,0,0,0,0
